prospect,yeah but that's yeah yeah so so in absence we yeah and not actually we've seen a nice increase in seo because of it don't we.
rep,got it okay so what what i want to quickly also do for you alex if you have a few minute extra hopefully what i've shared so far is relevant and what i want to do next is i want to actually show you some of the other elements of what unboxd does and how do we actually.
prospect,ya absolutely.
rep,fantastic so let's see okay so unboxd obviously from a technology perspective.
rep,alright.
rep,so let me show you all five elements of how unboxed are starting with the type-ahead the search results relevancy the filters and then i also show you show your merchandising dashboard on the analytics.
prospect,okay.
rep,and so let's start with the type-ahead itself what i want to show you is that we understand you know a lot of customer who are vendors alex will come in and say oh we understand your business we will design everything for your business blah blah blah okay by the way what celebra says done for you not that they have had company or anything like that it's a pretty standard implementation every celebrity employment action looks exactly like that we actually understand how customers buy from you and why do they buy from you because there's definitely a lot of other players who sells some of the products right so there's certain differentiation  that you have.
rep,not really.
prospect,not really not really.
prospect,but that's okay.
rep,maybe that's a differentiator and that's a differentiator right then you have something that's unique nobody else sells and whatever is unique must be highlighted in such a way that it comes across as that .
rep,you know be easy to find yeah.
rep,we got it so the question is how do we understand business and how do we design the solution so i should show you some examples they're definitely very different verticals but what i wanted to give you an idea of the versatility of power what our thought process you know what our solution looks like okay so here's first customer parts warehouse you can still see my screen right i just want to make sure.
rep,okay this is part warehouse we have two types of users one who knows exactly what parts to buy another who has no idea what parts to buy but they know the model of the appliance with their pieing the parts form so parts used to have two types of search boxes one for parts one for models and they could only optimise one at a time so we came in and said you obviously cannot have two search boxes one because you're putting the one of on the customer to what is the choose the wrong search box and three you can only optimise one at a time so we combine the two search boxes into one and this is what our autocomplete looks like for them we actually split it into two where left shows with parts right shows with models and in parts you see the part numbers and model with model operates all right i'll just type in tyson here's another customer in apparel customer for them what we've figured out is that they have a very big catalogue and very deep catalogue so for them as soon as i type in my first lever and we want to try to guide the customer to the categories that you already have show some popular products based on that loose relevancy ever with one letter obviously but also show some keyword suggestions based on that and these are all obviously and syllabus also says that these are all dynamic butts or our stand in the nature that it's based on user behaviour and over time it changes based on learning from the system this is the last example i want to show you is a grocery customer for them it was in grocery world by the way customers buy a lot of products in a single transaction right i mean if you think of your own grocery run that you might have done that he you buy 12-15 products in a single transaction the problem this customer faced was it took almost 40 to 45 clicks to buy these 15 products so we redesigned the autocomplete to look like this where we didn't shoot hearts to this the left hand side part is actually personalised to each user based on cookie data and based on their past behaviour so what will happen is under the assumption that in grocery most of the products that you buy are the same products that you might have bought last week or the week before or something in the past right so as soon as you start to type something in we show you the products that you bought in the past up front you allow you to change your quantity and add to cart from right here if you're looking to buy products that you normally don't buy we show you some commonly searched terms some popular brands and some category and that is what our reflection was in your search that if i was starting to type in headgear why is there no mention of a country right because i'm assuming since you put nation as the first thing i'm assuming folks come in looking for country bottom first is that correct assumption.
prospect,ah i don't know if it's first but it's certainly important yeah.
rep,right so clearly and there's no mention of a country anywhere near that there is no mention of a category and i know it's not neatly based in two categories but still it is it is a category of a product and.
prospect,yeah and we have the categories there i mean you've got .
rep,is that b .
prospect,and there's no twentieth century yeah i hear your thing.
rep,yep yep and that's what within the first two letters that our customer enters or the first letter that they enter you want to make sure you expose everything to that customer to say because a lot of times customers might not realize that you have something 14th century because they never right there right right or they got it.
prospect,i agree.
rep,you got it perfect so the last piece i wanted to show you was it was on new egg he did so new i had a similar problem they are a marketplace right almost 100 million products in their catalog and what we found eventually is that customers with marketplaces typically buy with keywords and brands that's clearly how they would be really searching for stuff so that's what we end up showing split in that way this is what more i was thinking could be something you can do for users there as soon as they type something in how can we show country era and then maybe products and then some keyword suggestions okay all right i think i made my point cleaners hair the next is the actual search queries so let me show you some examples of search queries.
rep,one thing that celebra stood early on because we were coming from default magento solar search which as you know is a complete joke it actually making hinder sales because i mean it does hinder sales but it might it might be like the reverse the antithesis of search it's so bad we were you know if you if you if you were on our site and one of our sort of marquee products or our antique guns specifically the martini-henry rifle so you could search the term martini and like the first four results would be the parts for them the two sort of like what you were doing and then the the thousand dollar rifles that are like what we're best you know the things we want to sell would be below the fold and so celeb rose and what we don't what i have a staff of 12 i'm one of the only people that works on the site and the last thing that i have any time to do is to go into magento and manually weight rank of products for search i just did not want to do that i wanted user behavior to determine and plus my own knowledge my product catalog to say this is also what i want to feature first so celebra has made a rule where antique guns if they fit into the search query would be weighted more heavily than anything else which really helped us i'm imagining that type of we're going to do that with unboxed as well.
rep,absolutely.
rep,okay
prospect,in fact we do a little bit more than that do you what we what we really get into that i'll share some technology stuff as well for you so you can see exactly how we do it as well okay so relevancy of the search types so we have actually classified up to twelve different types of queries and no other company has done that by the way and i'll give you an example of what a different types of queries are so feature search for example would be lets say an apparel world i was looking for a red dress okay versus i'm looking for a dress i'm looking for a red dress so the attributes the attribution that i might have for a dress is actually in the query itself and that's a feature search is what we call it linguistic shortcut would be more so in your world if i were to look at it maybe the length of a sward is that something like a samurai warrior versus that sometimes.
prospect,i mean we just don't do much of swords but uh you mean like.
rep,a so something with inches for example something as
prospect,yeah i mean that's not quite as you know maybe material perhaps but but we don't have that many attributes for items to i mean like our data the just most of our items don't have attributes beyond the category which they're assigned to which in a way becomes an attribute one of our main attributes is whether something is original or reproduction so we when you serve something the filters you'll see you know original or new made and international availability because many of our items are available to go overseas and you know the same with paypal sometimes some items can't be paid with by paypal..so i've always known that attributes it just depends because you know for instance if you're looking for an antique gun the choice to buy that antique gun is not that it's twelve inches versus sixteen and it's not that it's made out of brass or steel do you know what i mean it might be that french versus english. yes.but that that falls under category.
rep,gotcha okay no that's perfect i just wanted to give you an idea of what the linguistic shortcuts might really mean and used a different algorithm to actually solve all different types of queries so from a relevancy perspective we are if not better at least equal to celebrates in that sense// okay right next is spellcheck now this is again celebes a lot of times can do single word queries spell check easily enough however they cannot do a lot of multi word spell checks what unbox has tested its system and we are automated by the way with celebra you have to actually create synonyms on the back end and i've seen them being created even for single word queries in some instances a customer actually send me a screenshot where they were looking for a trim or grill i think and how many different ways they had to misspell it in the synonym sections within survivors dashboard to make sure that girl always showed up .
rep,so we don't have to do that with us you we have actually tested our system to auto correct up to six keywords being misspelled in a single query and we do three things we are corrected we show all the possible options and we pick the most probable option and start showing results based on that if a customer selects option two or option three over time more and more customers are selecting that automatically it will become option 1 next is stemming so this is again something that you have to do instead of rows a lot of times with a singular plural knife knives etc has to be created as a synonym on the back end out-of-the-box work with unboxd you do not have to create those synonyms on the back end redirects is a customers or something exactly that matches your taxonomy some of your category pages or subcategory pages but matches exactly you we automatically redirect the customer to that page you do not have to get create a redirect whole.. head query searches here if i'm searching for something very high-level which actually crosses multiple categories so let's say i search for a british memorabilia or british artillery or whatever
prospect,yeah yeah
rep,the case may be you know that it's rifle helmets etc different categories etc so we have a technology to solve it two different ways the first way is here where we figure out the all the right subcategories and show them in the right order of importance this is based on user behavior and but we also show products just in case the customer had no intent to really buy they were just browsing right second to make it even easier to browse let me show you an example so there it is okay so if search for alexander wang who is a designer makes a lot of different categories of products so we show all those categories of products on one page easily bucketed we call it a bucketed search so i search arrives in the wang i show tote bags because tote bags are the bestsellers from alexander wang then i show all shoulder bags then i show all dresses sandals pumps so on one singular page i can show all the products neatly bucketed in such a way that if the customer has no intent they still can browse have it intend they can easily get to the category that they wanna get to.
next is the like dynamic filters and i understand you don't have a lot of attribution but this is something unboxd has actually solved well if you have different attribution and you've optimised it for the navigation pages you can extrapolate from navigation into search automatically okay so let's say for shoes in this example these are the filters that i wanted for shoes in this order of importance it does not matter how i search for shoes shoes casual shoes men's shoes men's casual shoes men's nike men's adidas does anyone have to have the word shoes in it we automatically show these filters and in that order of importance and you can have different categories different search terms we automatically extra polite and show the right set of filters this may not be as applicable if you have large filter options we provide search within the filter and also we order the filter options based on popularity.
next is variances if the same product was available in multiple colors sizes at several different images for each one of them we also solve the variance problem if i was to search search for say red dress here i'll actually show the red image of that dress right in sort of the primary image we also have color synonyms on the back ends already built out so this let's say somebody was looking for coffee colored something and you didn't have coffee in the catalogue but you had brown we know their coffee and brown in close proximity to a shade will automatically show brown if you have coffee will show coffee first and then brown  here's some outdated options as far as your results so i don't know what celebra says i totally forgot to check this out for you let's just force this they always just show all products is that the number of products you have .
prospect,might be at this point it that in stock you know probably.
rep,got it it's just showing some products based on i might have searched for cuz my previous search was.
prospect,no it always looked like.
rep,oohh that right oh that's why when i did depends sale or japan flags it showed me that because it couldn't find that term so it's just showing me all the products oh okay cuz it's in sorted by relevancy i assume that it probably just picked up something while i'm on the state got it however we believe there's a better way to do that yeah.
prospect,yeah absolutely but culebra should have pulled up the worl d flags i mean .
prospect,at least these flags.
rep,exactly you got it.
rep,well at least so that's a different case scenario but let's assume that we you did not carry a particular product and there is a way a possibility that you got a zero results page what we believe in today's dna customer gets the wrong that you want to give them the option to go back or to go forward so recently view gives them the ability to go back recommendations give them the ability to go forward you know and these recommendations are unboxd recommendations and i get you have lists track recommendations so what my suggestion would be at least for the zero results page use whatever list track widgets are and use them.
prospect,right yep.
rep,more like these so here what we do and i know again illustrate a step to the ideal here was within the search results if i wanted to actually evaluate alternatives and i know in your case it may not missoni so much so maybe.
rep,ya it doesn't.///
right alright but we have an option where you can quickly evaluate alternatives where we do an implicit search in the market here's how we do it on mobile on mobile we figured out the best way to provide search autocomplete is to do scope suggestions popular queries and recent searches so as soon as you tap into the search box recent searches that are personalised to that user make for the best user behaviour because mobile experiences get interrupted a lot so getting that customer back to where they were quickly recent searches to make a big difference and we've come up with these best practices just so that you know alex by working with some economies like japan and asia pack actually where 90 percent of the traffic is coming from mobile devices.
prospect,so with your responsive solution i mean that's obviously standard for you guys is voice part of it.
rep,so what people have done yes what people have done with voice they it a little bit ha ha what they've done is they'll initiate voice and they'll use the native voice recognition to actually get the key word.
prospect,got it .
rep,right and then they'll just use and.
prospect,you guys process the key word um the but you don't it looks like with with mobile you don't bother with products you are you know with some nails or or any products your you're using just text.
rep,correct because we what we found is that some providing thumbnails one takes up a lot of space however there are instances where we have provided thumbnails for example in the big baskets example when you're on mobile app or mobile web the thumbnail is shown because if you remember the idea was to show products to the customer that they've bought in the past.
rep,it's personalized so showing the thumbnail becomes really important in that case so we do show thumbnails there but in most cases most cases we avoid thumbnails even in apparel avoid thumbnail.
prospect,yeah i'm split on that because so much of our stuff is is i candy for customers and again my challenge with search and i guess it's everybody's challenge but unlike some sites where people maybe with groceries they know they know what they like and they want to get it you know they're in they're looking for something specific we have a lot of casual browsers who may not understand what they're looking for they know it's a helmet they don't know that it was used you know they know is may be used in world war two they don't know if it was american or german you know what i mean so it's it's in a way taking a vast knowledge and trying to spoon-feed it to people who don't have as much experience with it we certainly have plenty of experience collectors who buy from us but now as we're expanding and growing it's more guy in his you know thirty two who watched him private ryan and goes hey that was a really cool movie i love that you know that that hat that guy wore when he she can buy that somewhere you know what type of thing but he doesn't know what it's called he doesn't know what's called an officer's peaked cap you know uh he just goes world war two hat and so it's making that experience really easy so sometimes thumbnails are really good because that's how they recognise.
prospect,they're looking for.
rep,and like i said the the analysis and discovering phase that will go through will bring these elements out which may tell us that you know what we need to show thumbnails and again the way the implementation is done today as we were looking at it the thumbnail section would already be covered with the keyboard on mobile unless i actually scroll down so.
rep,customer is essentially looking at your keyword suggestions which definitely yeah anyways so the idea is should we split it so that's one example so let me just so one is to say if i am looking for elements you know this section will definitely be covered because of the keyboard so in this section you are obviously looking for you know there's tons of space for me to actually split this into two to actually start showing some keyword suggestions and some popular product with images without its extended obviously the extentended.
prospect,yeah titles.
rep,exactly and so that gives the customers also an idea that oh maybe i'm looking for that maybe not and then it focuses them to say oh maybe i should want to click on one of the keywords and then i'll start to get a lip look at the results i'm browsing on so there's some experimentation .
prospect,cool let's talk prices.
rep,yes so we know that we are a little bit more expensive than celebrezze we always have been unfortunately however converting all the celeb rose to murrs what we realised is that if you are more expensive than so rose no customer wanna switch okay so we realised that we price match celeb rose whatever they're charging you we price match to celeb rose.
rep,okay okay.// now typically// what what about implementation charges// got it so give me a little bit of an idea i just want to ask you so just so that you can see you know some celebrezze pricing is all over the place so i have found in rare instances where celebrity is expensive than us just because the customer had a very large aov but that's not how we price our products so how big is your catalog that i saw it was like 1800 to 2k.
rep,yeah i mean of what's currently in stock yes we we add about 20 products a week but the thing is they sell so quickly because many of them are one-of-a-kind./// so can you give me some number of assume like you could have a maximum of 2500 and 3000.
rep,yeah i don't see it going past 2500 of what's in stock i mean if you look at our magento database it's 6000 but most of them are out of stock have been for you know for years.
rep,got it okay no problem and then how many visits do you get or search queries either one of them.
prospect,i don't remember the search queries but we averaged about a hundred we average a hundred thousand unique visits a month.
rep,can you show me how many sessions final chance there's a typically like you know.
rep,hold on.
prospect,all right so for the last 30 days 90-98 thousand users and 140000 sessions.
session duration 3 minutes and 11 seconds bounce rate 55% 500 thousand page views.
rep,what is i love curiosity if'n you use ga i'm assuming.
prospect,yeah
rep,what is your conversion rate for site search i'm just curious on that.
prospect,apparently that's not set up properly and i have never dealt with it and i don't know how to look it up but celebra said it wasn't set up right and they told me to do something about it i didn't do it yet.
rep,okay no problem the celebrity gives you the conversion numbers i don't think.
prospect,i don't think they do.
rep,know yeah and that's one of the other things we also have and i'll show you and i'll just to quickly give you an idea what that what i mean by that is in ga even if you work to set up search conversions let's say i search for japan flags okay and i obviously didn't get any results that i was looking for so i'll navigate and i'll buy flags from from the navigation what ends up being is that google will tell you that that search session had a conversion which is not true because i actually bought it from a browse and based on fixing that principle we actually give you three tiers of reporting that actually identify exactly how conversions happen but to answer your original question on pricing with to 2500 product catalog 140000 visits roughly a month and i'm sure.
prospect,hundred and forty thousand sessions yeah.
rep,sorry yes hundred and forty thousand sessions we typically are around 800 850 dollars per month and i don't know what it's higher than celebers or lower than celebers.
prospect,celebers 795 oh it's about the same.
rep,got it we can easily do 795 that's not a problem.
rep,now don't know whether you were looking to save money because we have also found that sometimes customers feel that what you the value of search is not justified by this monthly cost sometimes i don't know if that's true or not but we have given incentives to switch so for example if i were to price match at seven ninety five you can see me have a better product there may not be enough of an incentive to switch so what we've done typically alex impasse for some customers is we will give you first 60 days to try it for free.
prospect,okay what is the are they're imagining there's implementation fees.
rep,yes all you do that's my question yes so the implementation see because your magento typically runs around $750 to $1000 and it's a flat fee we take and i don't know do you have any in-house it team or you outsourced.
prospect,outsourced it to a company called korah.
rep,oh okay so if you don't want to use them we can you can give us access to your dev environment and we can do everything from design implementation we have an extension with for magento you can resolve conflicts as you know that's the biggest thing you have to do in extensions resolve conflicts q8 tune it etc you tested it in dev when you're completely happy we work with cora or whoever manages the production release we release it into production and obviously give you post-production support as well and all of that is done in 750 or thousand dollars that range.
rep,the range being depending on how much work we might have to do there might be certain things that you want us to change and stuff like that that's why i'm giving you a range.
rep,could be 750 it could be a little bit like thousand.
prospect,okay and the monthly fee if i wanted to i understand the 60 days but if i wanted just a lower monthly fee do you know for switching from celebers do you have an idea of what the best you could do is.
rep,yeah the best we can do is is $600 i'll tell you that upfront i have gone for these numbers for 25000 products and hundred and 40 sessions the best pricing i've given somebody is $600 and i i know they switched there we are currently working on an integration with them i can show you who they are that's what they are today.
prospect,i mean i think 600 with 750 to $1000 implementation what is your how long does it take you to implement
rep,typically takes three to four weeks to implement so what.
prospect,so you guys handle the responsive design from mobile to tablet to desktop you handle all that.
rep,everything that's correct testing is .
prospect,in the navigation and the filtering and everything that's all part that's everything.
rep,oh i totally forgot navigation with navigation the best price i may be able to do is 650 alex i'm so sorry.i totally missed out on that piece.
rep,because so.
prospect,here's what i'd like you to do can you send me all of this in writing send me your proposal in writing at 650 with the navigation i would i'm my senses i would probably have you implemented as opposed to cora because you guys know your product better and cora tends to charge a lot for design um you know and and i'm i want the autocomplete it was what so right now what we have i'm happy with i feel like it we could probably design it a little better as you do it using some of the things that you suggested and specifically highlighting categories but i definitely want products and that autocomplete maybe not for mobile but certainly for tablet and desktop but in mobile maybe thumbnails might work agreed without the long titles so i just want to make sure that
prospect,that's all-encompassing there but and it's 650 and then for that upfront fee i'm very interested so if you can put it in writing and get it back to me i can review it internally.
rep,got it and and you still will be interested in that 60-day first 2 one 60 for free.
prospect,sure.
prospect,yes why not right you said it modal you said it i didn't ask for it got it no problem the only other thing alex i wanted to ask you was did you want me to quickly i know we have only four minutes left walking through the reporting things or you're okay on that or i i have to run i have to bounce but i can i've been in the magento space for a long time i actually spoke this past year i keynoted at magento imagine.
rep,yeah.
prospect,i hope you note on the third day so i know good technology wants to see it i think you guys have clearly have something really good i'd like celebra i mention them quite a bit in my presentation but you're pointing out some things that i've been loosely aware about but nobody had really come along in my in my search in my search for search that was doing better and you guys you guys are but you know basically the celebra competitors and the magento world had been like searchspring and you know all those text-based search which is suck so they didn't really you know the other one was sli.
rep,sli.
prospect,which i wasn't i've never been impressed with sli so yeah so so yes i mean i'm trusting your reporting i certainly i'll take a look at it before i you know
prospect,you'll sign off and everything but this at least if i can get all that in writing review it i want to talk to cora about it do you know if cora is ever implemented i can i'm my senses my usually of korah implement everything for this because i went through it with celebra celebra stood all the implementation the first time through and i think it was easier than having korra do it i mean korra assisted when they needed to but you know.
rep,yeah so from an implementation perspective the biggest problem with any magento is the conflicts right and we know what conflicts you will encounter when we implement which is why we like to do the implementation ah so it's not about a thousand dollars it actually costs is more to.
prospect,no you're losing money on the thousand dollars i know yeah i get it.
rep,the reason is it's a much smoother experience for you it's less headache and we have more control over how exactly we want to do is .
rep,right.
rep,and it's cheaper for you the cora will definitely the.
prospect,cora i'll be more expensive.
rep,yep exactly.
prospect,although i get it great i get it i do get a great rate with them because i've been with them for almost six years but.
prospect,awesome.
rep,hear from you what is a good time to wait and stop bothering again.
rep,perfect all right awesome thank you so much alex really appreciate.
prospect,it all right thank you.
rep,thanks for the sharing.
rep,listen to our story that's i really appreciate it thank you so much.
prospect,no problem thank you for taking time and talking with me.
rep,okay so then on the call i have sandhya with me and sandhya runs our advance analytics solution practice within the us geography.
rep,hi john good morning.
prospect,good morning.
rep,perfect so john i know we only have 30 minutes so i think james shared the deck with you and you know you can refer it along as we go. so thirty minutes that we have john i think the agenda i that had in mind was you know to spend maybe five minutes to give the overview of what is brillio why are we here what do we do for customers overall broadly and what kind of services we provide.
rep,and after that i think you know we want to spend bulk of our conversation going into our big data and analytics offerings focus primarily with the cpg retailers and manufacturers that we work with across the globe and then you know maybe we'll wind up our talk in 15 to 20 minutes and then have the last 10 minutes for open conversation to see what is it that excites you what is that you thought was valuable and then we can take the conversation from there.
rep,does that sound like a plan.
prospect,that sounds good.
rep,perfect so brillio has been now in existence for last three years almost completed third year of operations and i think the biggest thing i know when we started out the biggest question i really had to answer is why what is it that we are coming into right.
rep,there's so many players out there so what is it that we will want to be known about and how do you want to kind of let our clients remember us when they work with us right.
rep,so there are three key things that we wanted to kind of make as deep pillars always be organized right
rep,first was we believe that the ecosystem is changing so fast that you need a partner who is always on the cutting edge of the new technologies that are out there to same problem that existed in the industry for many years right.
rep,so i think our focus has always been on the new know-how of solving problems.
rep,the second deep pillar that we put for our growth and our focus was to say hey we are only going to talk about digital and data transformation and how it kind of helps our customers solve the problem right..
rep,we are not going to look at any of the traditional technology services that are out there which our peers in the industry are focusing on.
rep,so  we said we will stay away we will just talk about digital data and see how these two pillars help us grow.
rep,and the third which became our i would say the most important factor and i think we take up a lot of pride when we talk to our customers who love this service of us is the fact that the speed at which we operate has become something which our customers are enjoying a lot because that has become the primary foundation for everything that everybody is doing today your time to market has become so critical that you need to be out there as much as possible because
rep,potentially if you're two weeks late you're looking at a new technology out there which makes your solution maybe to some extent if not redundant old right.
rep,so that speed to market has become our key thing that we take to our customer wherever we go.
rep,so based on that these three things became our i would say thought process as we started growing.
rep,i think it has been a great journey so far we are now 2600 associates across the globe.
rep,we operate out of 10 global offices.
rep,we are headquartered right in the silicon valley in santa clara and new jersey is our second largest operations in the us.
rep,outside of this london and nordics countries for next big operations.
rep,so london and nordics the scandavian countries.
rep,and lots of customers asks why did you go to nordics instead of mainland  europe right.
rep,because we felt the nordics are i think one of the most advanced countries when it comes to global digital
rep,when we saw them being a great fit towards the global offering.
rep,so that was the reason we went there before expanding into traditional mainland europe as well region right.
rep,in india bangalore is our largest delivery center we work. we have most of our projects larger ones getting out of bangalore. so that's the kind of job .... right?
rep,i think slide 4 is something where i'll spend two more minutes trying to demonstrate it right.
rep,so when we started putting our center of excellence and services together right.
rep,i wanted to align it as i said with a key goal of being a company that uses emerging technologies to solve your existing problems at a pace which is not seen in the industry right.
rep,that's where our service offering in the left hand side you see which is called brillio's magic right.
rep,this is our own swat team as we call.
rep,and whenever a customer throws a business problem at us we have this swat team that consists of domain experts technologists and lot of our data scientists and advance analytical people sit here.
rep,the objective of this group is to take that business problem  understand it and look at how it can be solved and come out with a working prototype that our customers can touch and feel.
rep,everything put together in not more than two weeks.
rep,no matter how big the problem is that we're trying to solve.
rep,the idea is how do we scope it right make it tangible make an impact on our customers of things they can use that feels rather than just saying hey and there's a nice fancy word or a  powerpoint document that you go figure out how we put it up right.
rep,so we are not that kind of firm.
rep,we want to do anything that final proof of concept or a prototype that our customers can use.
rep,and thats where the imagine comes in.
rep,this is our head in all of our conversation that we start with a new topic by yourself.
rep,the second service offering as we started expanding one say that i get a proof of concept i need to bring it to life and i need to scale it to the enterprise level right.
rep,and that's where our digital experiences practices comes in play they're saying bring in the latest technology around ar vr iot wearables content collaboration every thing put together.
