rep,it delight to hear so any and hopefully you liked what you see i'll email you this report. yeah <> who is basically get a time from you probably i mean anytime early next week that george would be available so that all the three of you can on a call and we can then deeper dive through and and explore the product explore the analytics we'll go explore the reporting and the other <> that's what.,
rep,absolutely sir worries at all thank you so much for that what's for that great well i'll have course you like of a and look forward a talk about next week.,
prospect,yeah i would say like ah tuesday wednesday's better actually i think.,
rep,wednesday is better okay let's okay i filed instead of something first half of wednesday and we take it up from there .,
prospect,we're we're in vancouver pacific western pacific concert pacific standard they're based out of vancouver.,
prospect,alright cool yeah i mean like i said just i'm super busy right now but why don't we keep talking about this via email there were any info you have for me i'm gonna listen to my searchspring contracts and find out what's going on.,
rep,i just want to make sure that you answer all your questions if you have any i can answer them i understand you want to figure this out first before you take the next step so take your time don't worry about it let's just figure this out so we know we're else at least helping you some part and then we know if it's search and recommendations we're definitely helping you so will at least know to do that the right way anyways .,
rep,got it perfect so i'll wait for your email come leash and we'll piggyback off of that email we'll reach out to nilesh based on that and help you test out this navigation quadrant hopefully we are the solution will be very excited to help you on that then i can charge you a million dollars right.,
rep,see all right awesome so maybe we'll speak next week and try to reach out back the following week or the blue  you can see the face behind the voice it's not pretty but if you can. touch paper or either way lauren louie shouts and just let us know give us guidance we want to make sure we put respect to your time and availability but just give us some guidance some advice so we're not wasting your time and optimising your time.,
rep,and so next week might be a little tricky can we do the following week we go march 20 or february 29 . oh yeah.
can we do wednesday march 2nd is that a good day to do this.,
rep,2:30 so can you do three by any chance 3:00 pm.,
rep,and hopefully we'll connect again on march 2nd and there's any question in the meantime obviously please don't hesitate to reach out.,
prospect,if if you're the point of contact in terms of information can you just send me an email soft put them beside so in case anything our staff has with the particulars and i could get back to you .,
prospect,yeah you know so i'm so i mean if you have some examples of the platform or any presentation maybe that you came forward that would be useful understand also how the platform but i mean it's pretty straightforward so i mean you just have to i just have to copy basically your your code .,
prospect,so yeah i'll be just waiting for for yeah for some links.,
rep,okay and i'll talk to the technical team in terms of trial we can probably try you know and see if we get some more more conversions also i'd be happy to use it on them on the email side.,
rep,okay all right awesome let me know if you have any questions if anything else comes up and we'll be more than happy to walk you through that and if i don't if you don't hear from you we'll try to reach out to you again thursday or friday of next week.,
rep,absolutely my pleasure and you know if let's say you want to kind of schedule a follow-up call with a broader team once you have a chance to discuss this we were open to setting up you know an hour an hour again to kind of maybe go through the similar things that we spoke about and also answer any questions they might have both from a technical standpoint and also in terms of some of the implementation details and poc etc.,
prospect,no um i think this has been really helpful and helpfully and you can set up another caller soon with a wider team i'm sure that they'll be just as interested in it as i am so thank you.,
prospect,i know it's like i think so yes i think that that would be the next step i would like to see a little it like i said if you can send me some of the deck i have two or actually get some of you know the cost do we have that in the budget right now i mean we are doing a big upgrade on the site to really make it more commerce focused so there's a lot of projects in the works right now.,
rep,absolutely and i think in the meantime i met what we can do is before the end of may we can do a a full-fledged demo of the product so you can see exactly what the details are we can talk about the cost piece we can get that ironed out you can talk about the technology the integrations or talk to the technical folks etc.,
prospect,yes probably next week would be good.,
rep,alright perfect so we'll send you a calendar invite for friday the 21st at 11 am pacific.,
rep,i see so andrew and i can certainly do that we can add to this analysis some more elements around mobile and more of our ideas around what mobile should look like both on the category pages perspective and search and also from our recommendations piece as well what is me let's say you do like this what are the next steps in your mind how would this work i know you have to get approval from a lot of people but i'm assuming we also have to come out and talk to a lot of people maybe present this against larger group.,
rep,okay and if you can send me that information that i sent over that way i can get an idea that roi model for you and talk about and how we will take along those ways as well and what that means from our from a revenue impact perspective and a conversion perspective that i think that will help under the dialogue move it forward as well because i know that the roi is something that was important too to see as well.,
prospect,just give her a heads up so she has some requirements on it so she can also participate in the meeting and come forward with those questions.,
rep,perfect so if monday tuesday of next week is possible or thursday friday of next week i have much more availability and and and if it is also possible can we do that next meeting in person so that we can also you know put those faces behind the voices.,
rep,i just gonna add that the collar piece whatever business pieces that connor wants to sort of go over we can certainly cover any questions he has and more stuff that we want to show and early next week or late next week when we are there in person get more than me more than happy to cover those.,
rep,alright we could back with you i look for that information as well and then to lock down a time for early next week for us to come down and present on the business side and to meet all the folks in person so we're looking forward to that and again appreciate the time i know we went over so definitely appreciate your time and i look forward to speaking with you guys shortly.,
rep,absolutely so in the meantime what we'll do mary's efendi the roi sheet so you have it i also send you a templated customer agreement so you can go through and see what what we talked about today is in writing it's absolutely clear and if you don't mind maybe in a couple of weeks we'll just reach out to see if you have any questions we won't bother you to answer any questions you might have and after a .,
prospect,yes i mean i think a month is fine like i said we're not in a position to make a move and we're not gonna do anything this year so i mean even if you follow up i'm not going to be answering any any alternatives right now i mean the test is interesting but we have a lot of stuff going on internally to be able to fit that into our road map this year it's probably not realistic but you know will will at least look at it and give you give you our feedback.,
rep,and yeah so i'll send you this deck thanks so much for everybody for your time and we'll follow up probably in a month's time but if there is anything in between you want us to connect upon after you do that.,
rep,we could come in and integrate the solution in four to six weeks and then generally we keep it a very low cost for the poc usually under ten thousand dollars. so that you and this is primarily the actual cost we would incur in integration and you could test the product out for three months see if it makes sense and as i told you we guarantee you a 10% uptake in conversions you don't see that uptake you can walk away no questions asked.,
rep,yep and i'll also send you an implementation approach document we can do implementation in two ways because if today you're using solr or elastic search we can mimic the same response that your solr is given today to your application or your elastic search is giving to your application so that it will be a very simple integration. it's a simple api that we will build out we'll give you the api you will have to just integrate that or we can also do an in page ajax kind of a model where you create a page and give us your header footer and an empty div tag and we can do a html injection. and we can build all the conflicts in our end so irrespective of in each of these cases either of these cases actually we can go live in four weeks and then you would have two months to test the product out to see if you're actually getting a business impact out of this.,
rep,so yeah i'll i'll just send you all the information end of day today you could take a look at it feel free to ping us if you have any questions and we will wait for the next steps from you.,
rep,okay so maybe you know post a call something that i can do for you is maybe set sent out an email with the study that we put together i don't know abhishek already shared it but i'll i'll do it and and and as a next step you know maybe i'll you know send out some of those questions that we need to share you know that we need the details for so we can put together some ballpark pricing for you as well . and and the other question i had justin is also what is the time line look like i know you're migrating to a new platform and then you said it somewhere early summer you know how soon are you looking to implement a search solution if at all.,
prospect,yeah so our time line is which we hope to have the site running you know towards the end of the summer so july august and we don't necessarily need to because it is it's a fairly large conversion to us because the legacy system that we're coming off of getting off of it is clearly it's a lot more complicated than we had originally anticipated so the search can either follow that or you know if we tagged down to at the end of the conversion before their lives ideally it would be done you know after the new site is is up and running so i would imagine it would be sometime in august so in your mind.,
prospect,yeah i think for you i mean if you let me you know i probably just might be interested in the ro i mean even if we you know just give you numbers for even like let's say a three month period or something that would be kind of most interesting and making that decision and outside of that i guess i can also send you i mean in terms of scrutinizing the data that that would be coming out of our system is that kind of where you have banks.,
rep,perfect so i know the email like we discussed with some of those questions and and yeah maybe i'll reach out to you sometime next week to see what our next steps should be and you know if we can jump on a call to discuss pricing.,
rep,okay got it sounds good in that case i think what i can do is i can send you this deck right and maybe i would want to reconnect with you in 60 to 90 days because.,
prospect,okay um well send me the deck and let's just stay in touch.,
rep,no problrm so i'll send you this information so is there a specific time you want us to follow up the weeks of now a week from now just to see where we are .,
prospect,oh let's see take a look at the calendar i would say in probably maybe three weeks like that two to three weeks maybe that's the run around a week of the twelfth because i know we've got you've got some other other things in the in the hopper here but i don't know realistically if we'll get a lot of a lot of time to really discuss it and go through it before then but that should give us enough time .,
rep,so i'll definitely follow up and if you want to do some testing in q1 let us know and we'll be happy to pick up that project man do this way and in the meantime have some air ideas to what kind of searches that we are talking about i can at least give you the pricing information how much it will cost .,
prospect,and then what i do is i can i do two things one is i bet the solution to see if the solution is something that we're looking at from a strategic perspective and then what i do is i kind of help you guys out with the next level of sales.,
prospect,okay but i will you know i will start talking them a little bit about okay you know when are you guys going to be ready to start looking at some feature improvements and segmentation personalization things that those sort of elements because right now they're really just working on the fundamentals.,
rep,okay so what we will do this we will share you share you the report that we presented and we will wait for your feedback and i also include my contact details for you and yeah wait for you for next steps.,
prospect,cool all right well let's take that as a next step kind of maybe send us over some verbage and kind of on paper how kind of what our options are to move forward and we'll discuss internally and we'll take this schedule call for for next steps.,
rep,yeah i know we've kind of not gone through merchandising or any of those sections so what we can do this next steps go through what i will do is then send you this document i had prepared and also send you an implementation approach document you can review that so next call we could answer any questions on implementation we can take you through our merchandising dashboard i think that's a huge feature that we offer as to how well you can actually merchandise at our solution and then before that next call if there's an nda we have to sign i'm happy to do that and then if you can share some of the metrics probably we can also have a quick call on how the pricing structure might work because i want to make sure it makes sense for you guys and then we can discuss like steps and look at you the poc sometime this quater.,
rep,<> yeah i'll i'll maybe bother you before right before christmas you know wish you christmas and and get a quick update then and then if not then we can surely connect back maybe they first a second week of jan then.,
rep,i'll send you the dashboard i'd send you a snippet of the presentation so that if you can just look at some other features and i'll also put together a pricing document by the end of the day so you can also look at the pricing.,
rep,and this is ballpark numbers for now especially from an implementation piece standpoint and then yeah we can reconnect probably tomorrow or when we have the right time.,
rep,i'll do that i'll send you the copy of this presentation is it possible for you to share data about your site with regards to say what your average order value is what your conversion rate is. and then i can put in some numbers the roi numbers in terms of what you'll spend with us versus what you can expect in terms of increase in in revenue so do you think that would be possible for you to share the data.,
rep,so i'll send you this i'll send you this deck i can send you some high level pricing numbers and i could share that with you ben. and just curious what what do you what do you suggest as next steps do you see the possibility of doing a poc with unbxd any sooner.,
prospect,yeah i mean we we the two of us need to kind of get that presentation and share it within our group and then we'll have to discuss that within our group and we do kind of a general staff meeting every couple of weeks that we should do next week and we can probably talk about it. then see if just kind of see what the see with appetite is and the interest is and we'll we'll take it from there so and touch base with me and maybe ten days or something like that.,
rep,sure maybe say next wednesday would that be okay i can maybe put up a place folder for same time ten minutes kind of quick status update and and connect with you would that be fine with you.,
rep,okay i'll have rohit block your calendar right away for ten minutes next wednesday same time in a meantime i'll send you this and if you want us to present this again to a larger group if you want to get into a much more deeper dive into a technical discussion with monal whom you heard on the webinar just feel free to let me know i can i can get him on the call or i can get some of my other engineers on the call and <>.,
prospect,yeah i think something that would be helpful would be if you have like a technical overview sheet of the options on how this is implemented because that's what at the beginning of the call i didn't get a real good firm understanding and i'm not the one that has to implement that.,
rep,okay awesome do you also want me to put up this the pricing numbers and then in the form of a formal contract and send it out or do you just won't listen what an email.,
rep,okay i will i will do that we reconnect the later this week or early next week would be a good time for us. to do sometime next week.,
rep,absolutely do this document and we'll send you four or five questions we need to put together a proposal for you and then we can come back to you.,
rep,alright we'll send you a summary email  we'd send you the deck we'll send you the questionnaires that we need answers to we'll send you a proposal once we have answers and then we'll schedule a follow-up after thanksgiving.,
rep,what are the next steps how are you guys evaluating this what's the time frame what's the what were the hurdles that you see to adopt something more in newer technology like ours.,
rep,so what are the next steps gary help us out here i know yes yuo've probably had some more questions around the technology and we are more than happy to come down do a bigger presentation maybe a bigger group needs to see this but what's the process and help us and guide us here please.,
prospect,okay this is very very interesting we'll give with you <> and paul and kind of make some some decisions on next steps you should we contact.,
rep,sure and if you don't hear back from you know what what what would be a good time frame for us to quickly follow the to end of this week next week just curious.,
rep,yeah absolutely so shannon and mike i know you obviously like what you see what are some of the next steps is there some sort of a conversation that we can have how we can help you maybe you want to test it maybe there's an opportunity to do this small poc. where you can see it sounds great you talk about flashy stuff but let's see if it actually works and we actually will come in and guarantee an uptick in conversion by the way during the poc let's say you give us a test for 90 days. we'll come in and set it up for the first 30 to 45 days four to six weeks roughly takes to go live you can test us for the next six to eight weeks or 12 weeks if you want and within that time frame we will guarantee an uptik in conversion. if we don't or you are unhappy for whatever reason no questions asked you have the option to walk away.,
prospect,could you um possibly send this we'll review a bit we can discuss at may be it internally and then we'll reach back out.,
prospect,we have a lot of work like i said to do on our side it looks like the catalogue to customize the facets for each one of the items so we have a good amount of work on our plate now so i appreciate you showing this to me today and we'll definitely be in touch here very very soon.,
rep,sure charles any any timeframe you have in mind maybe two weeks four weeks down the line i can put a placeholder maybe reconnect with you see where you are and then see if we can take <>.,
prospect,yeah perfect i was gonna say actually let's touch base in two weeks and see where i'm at and we'll go from there.,
prospect,<> solution to process the database and have the twenty thousand product with detailed custom field in the csv to allocate <after> search attributes to.,
rep,sure in the meantime will it also be possible for you to send us a sample catalogue maybe not all your products may be say 100 products 200 products just for us to see how your product catalogue feed looks like today and how the data is been you know i would say is attributed as of today.,
rep,can you share that data with me and i can maybe run that with our team here to see right and how we can use the data and if there is a better way for us to approach the faceted navigation without you having to do anything at your end.,
prospect,<ohh so potentially you could provide my faceted section>.,
rep,yes but but we would like to see the see a sample catalogue from you so that i can confirm<>.,
prospect,yeah i can i'll send you a hundred items in a csv in an email.,
rep,okay okay that would help.,
prospect,okay great great so let's do that let's touch base in two weeks i'll send you the catalogue today with the hundred or 200 items so you can you know and i'll put some variety in there so you can see what we're working with and what we have. and you can provide a solution a cost-effective solution for the fact that is for all the facets and assigning attributes for the facets for each one of the items i'd be very very interested in hearing that.,
rep,sure i'll surely i'll surely work on that with my team.,
rep,okay awesome so i'll send a quick invite for 15 minutes discussion on monday tuesday first week of april and we can always change it if you're busier on your time but just to be on your calendar i'll put a placeholder.,
rep,is there anything else that you feel that is not moving forward or that you can help you with if if you do this let us know in the meantime.,
rep,we'll send you the agreement and we'll keep bothering you until until we have something something to work on.,
rep,yeah absolutely yeah yeah ill send you the contract as well ill probably need time till probably another 2 3 hours to send everything together but you’ll have it by evening today.,
rep,ill probably need 2 3 hours to send everything but ill but you’ll have it by evening today.,
rep,so yeah i'll i'll just send you all the information end of day today you could take a look at it feel free to ping us if you have any questions and then we'll wait for the next steps from you.,
rep,okay so there are two things we would need one is we will put together all this terms and conditions on our contract paper including the evaluation poc everything and send you the contract. if you can just execute on that contract before you go for your vacation that will be really helpful and in parallel what i'll also do is i'll basically do all the whatever is the integration checklist that we have i'll basically send that to you. then what we can do is once you're back probably on 25th or 26th of this month or monday the week after monday or tuesday we can set up a one-hour integration call we would ideally want both you and alex on that call unless you have about if not one hour at least thirty minutes next week where you can just login alex will be in the office so we can do the integration call next week itself so we just need that initial <>.,
rep,what i'll do is i'll just send you the contract today take a look at that and you can sign off it will only call out the 90 day evaluation period that we discussed and then after that you let us know as to what time next week will work for alex and you. or for now i can just tentatively send out an invite for next monday for half an hour to do a quick kick-off and then after that we can start working with alex. we will probably just need a read-only access to your google analytics and probably some information from alex so more from a tech side.,
rep,that's about it and might think we can start working parallelly and we can take things live as soon as possible.,
rep,yeah i'll send you the copy of the contract today let me know if you have any questions otherwise it it will be on a cosign document you can just review them you just do a sign-off on the document itself and then in parallel also send you a request for next monday for 30 minutes and also send you an implementation.,
rep,okay i will send you an invite for same time on tuesday and one thing that will we have appreciate a lot david as if you can actually sign off on the contract before you leave for your vacation because that will just be helpful.,
rep,okay anyway if you have any questions i'll include our contact information as well you can just let us know and and for next tuesday same time i'll send a invite for an integration kick-off call and we can then take it up from there.,
prospect,okay great um so i guess next steps are i need to go and find out and see if they are big enough to do a campaign like this and then get back to you.,
rep,if that is something that's that's doable we'll be more than happy to kind of get into the next level of discussion and also what i can do is maybe we can set up another call if they're okay we can set up another call with them show them a much more detailed demonstration i kept it very short at this time given the time. but if you have one hour i can also walk you through the backend merchandising dashboard wherein we can show you how you can control some of these elements at your end right how can you manipulate a few things and then can walk you through that as well.,
prospect, okay so next for us or anything else you need from us.,
rep, no i know so i think what i will do is this will get separated out as two so this would be at signup and this would be post poc something like that and then we'll just spread this out to say 5k like this let's say will be high end something like that and then these two still say the same i'm assuming and and i'll revise this language as well for that.,
prospect, yeah so if you send the revised so we need to do a couple things on our end i get approval from senior management and probably unforeseen more importantly we have to talk to our dev team about when we might be able to actually implement this we're pretty backed up at this point so those are kind of the two pieces that we'll have to kind of think through internally.,
rep, alan deborah okay all right fantastic well we really appreciate the time thank you again for keeping us in mind and i do appreciate you giving us the feedback on the pricing so we'll work through this i'll figure out my end as well and you'll get the revised contract in your hands in the next hour.,
rep,if this works for your team right what i would request is if there are any slots available next week for us to have an implementation kickoff call ideally we need about 45 minutes <within> and i will send you what are the things that i need before that call primarily like i'll give you email ids two email ids for which read-only access to ga with your catalog files you can send this to us with xml json or even a csv. our team can start looking at the data and then we can get things started and i also on the fabula of the business side i'll put everything all the pricing details and a contract and send it to you like it clearly define what is your price for the poc and if you decide to continue with us from april 1st what is that will be your monthly charge and i can include all of them.,
rep,okay sure if you can just send that data i can put everything back into an roi calculator and send that for your review.,
rep,and then chris i'll schedule this kick off call with my tech team any other questions you have feel free to ask them they will be happy to answer those and if there is a slot available for next wednesday for about 45 minutes to an hour you can let me know what is that time slot i can make sure that my engineers also will be available for the call. eric the search data that you spoke about if you can put that in an email i can just prepare the roi and the contract and email that to you and we can probably have a quick five minute chat in about an hour's time and so that i can just run you through all the clauses so that you understand all of that and then we can discuss next steps.,
rep,awesome i'll just send you a message from my phone and i'll call you in about an hour but if you can just send me the data i can just start working on the paperwork and send that you for your reference and in the meantime if you can just check with your team what time next week works for them for an hour call that will be really helpful.,
rep,so yep so i'm dropping email that all things all the details that we need just to make sure that we've gone through your staging environment so just figure out how yeah then come back with what all he implemented you know what is the approach you take and the time so i'll get back to you.,
rep,all right sounds good mark i can go ahead so i have all the information i need just to get on with the next steps i'll drop you  email with all the details and all the accesses that we require and i will get back to you all right.,
prospect,of course of course sound should get perfect yeah and the next call we have i'll have my director of development that takes care of that was supposed to be on this call today but unfortunately he was called away from the office could we would there be availability on your side to our reconnect on the 24th so which is wednesday in a week.,
prospect,okay so what i like to do monel would to be to set up another demo if you will if you don't mind repeating.,
prospect,now some of mine with a product managers online and a technical manager of mine.,
prospect,so you know look at its ass and talk about next steps with the team who's actually going to do stuff.,
rep,okay so let's have two follow-up meeting uh i'm timing out because i had something at 2:30 but why don't you send me an email and i'll i will i will propose a new timeline where with my crock ladder my technical person to evaluate this collectively.,
rep,okay so based on your availability jonah i know you probably want to take a little bit time to review the agreements but what i also want to request is your and maybe anybody you think on your team who should be part of this implementation call say monday or tuesday your time,
rep,okay all right awesome well fantastic so to do to the 2:30 pm tuesday eastern we'll set up an implementation call and we'll go from there,
prospect,okay alright why don't you make a note to follow up with me on friday and we will touch base there let me and let me pull some numbers to see yes but we've got enough people interacting you know the behaviour on our site where you know a tool for this okay.,
rep,so i can share these presentations also and whenever you have a little more time i can also take you through the dashboard as to how easy is it for you to actually merchandise using a product. because that's where we all make money right how do you merchandising the product how do you merchandise for search how do you merchandise your category pages everything is on there i can actually show you.,
prospect,okay yeah yeah i think that that would be interesting yeah if you want to try after this call if you want to send you can if you want to you can send over the deck if not just in the follow-up email and let me maybe schedule 30 more minutes if that's okay with you to go over the dashboard.,
rep,yaa yaaa so i'll send you the deck for sure not at all do let me know when you have 30 more minutes either today later part of the day or in this week i'm happy to get on another call and basically take you through the dashboard.,
prospect,okay great i appreciate it it would be it won't be today.,
rep,no problem <> yeah folder talk to you later this week then.,
prospect,okay so i actually have a meeting i need to run to so we don't have time today for the search but i will look at that at a later time so now that i understand you have the evaluation ability that's that's that's great.,
prospect,so my next step is to i need to go to my it department to speak to them about this project which is it's going to be twofold one is to install google analytics and the other part is to drop in your your widgets into our site.,
rep,it's also carlos if you would want i can i know you didn't have time but if you have another 15 minutes or half an hour later today or tomorrow i can take you through our analytics as well it comes default with the platform so you don't have to pay anything for it but it performs much more stronger actions than what google analytics would i can take you through that as well.,
prospect,yeah let's do that at another time for now i'm pretty good and so our outreach back out to you again.,
rep,yeah and if we want to set a time for say early next week to connect again or you <>.,
rep,okay no problem we'll ping you as soon as you back and we'll connect.,
rep,so yeah those are the only things i had from my side as the next step what we would like is you know access to your staging environment in magento so then you can even put in our plugin there start getting them again you know.,
rep,i will send details over an email to you.,
rep,all right so what i do is that i drop you an email a little later today and share all the details with you and then.,
